"Unterseriennummer",0,""
"Probennummer",3," "
18.2401,44.4861,1.69625,4.19157
18.4401,45.1506,1.71636,4.17146
18.6601,45.9343,1.73839,4.14943
18.7401,46.224,1.74631,4.1415
18.8601,46.667,1.75826,4.12956
19.0801,47.4677,1.78029,4.10753
19.3001,48.3537,1.80226,4.08556
19.5201,49.2738,1.82423,4.06359
19.7401,50.1427,1.84638,4.04144
19.9401,50.9435,1.86636,4.02145
20.1601,51.8124,1.88827,3.99955
20.3601,52.6302,1.90826,3.97956
20.5801,53.5673,1.93035,3.95747
20.7001,53.7036,1.94158,3.94624
20.8001,52.2213,1.94296,3.94486
21.0201,49.9382,1.94314,3.94468
21.2401,48.6093,1.94308,3.94474
21.4401,47.6211,1.94302,3.9448
21.6601,46.7351,1.94302,3.9448
21.8601,46.1047,1.94302,3.9448
22.0801,45.5424,1.94302,3.9448
22.3001,44.9291,1.94302,3.9448
22.5201,44.4691,1.94302,3.9448
22.7401,44.009,1.94302,3.9448
22.9401,43.6172,1.94302,3.9448
23.1601,43.2764,1.94302,3.9448
23.3601,42.9356,1.94302,3.9448
23.5801,42.5949,1.94302,3.9448
23.8001,42.3393,1.94302,3.9448
24.0201,42.0667,1.94302,3.9448
24.2401,41.76,1.94302,3.9448
24.4401,41.5045,1.94302,3.9448
24.6601,41.2148,1.94302,3.9448
24.8601,41.0444,1.94302,3.9448
25.0801,40.7718,1.94302,3.9448
25.3001,40.5333,1.94302,3.9448
25.5201,40.3629,1.94302,3.9448
25.7401,40.1244,1.94302,3.9448
25.9401,39.971,1.94302,3.9448
26.1601,39.7495,1.94302,3.9448
26.3601,39.5962,1.94302,3.9448
26.5801,39.3917,1.94302,3.9448
26.8001,39.2725,1.94302,3.9448
27.0201,39.1191,1.94302,3.9448
27.2401,38.9658,1.94302,3.9448
27.4401,38.8125,1.94302,3.9448
27.6601,38.6762,1.94302,3.9448
27.8601,38.5739,1.94302,3.9448
28.0801,38.3695,1.94302,3.9448
28.3001,38.2843,1.94302,3.9448
28.5201,38.165,1.94302,3.9448
28.7401,37.9946,1.94302,3.9448
28.9401,37.9094,1.94302,3.9448
29.1601,37.7731,1.94302,3.9448
29.3601,37.6028,1.94302,3.9448
29.5801,37.4665,1.94302,3.9448
29.8001,37.3813,1.94302,3.9448
30.0201,37.2279,1.94302,3.9448
30.2401,37.1257,1.94302,3.9448
30.4401,37.0575,1.94302,3.9448
30.6601,36.9553,1.94302,3.9448
30.8601,36.8361,1.94302,3.9448
31.0801,36.7338,1.94302,3.9448
31.3001,36.6827,1.94302,3.9448
31.5201,36.5464,1.94302,3.9448
31.7401,36.5123,1.94302,3.9448
31.9401,36.359,1.94302,3.9448
32.1601,36.3249,1.94302,3.9448
32.3601,36.2738,1.94302,3.9448
32.5801,36.1375,1.94302,3.9448
32.8001,36.0693,1.94302,3.9448
33.0201,35.933,1.94302,3.9448
33.2401,35.8649,1.94302,3.9448
33.4401,35.7967,1.94302,3.9448
33.6601,35.7115,1.94302,3.9448
33.8601,35.5752,1.94302,3.9448
34.0801,35.5412,1.94302,3.9448
34.3001,35.473,1.94302,3.9448
34.5201,35.4219,1.94302,3.9448
34.7401,35.3026,1.94302,3.9448
34.9401,35.2686,1.94302,3.9448
35.1601,35.1663,1.94302,3.9448
35.3601,35.0811,1.94302,3.9448
35.5801,35.013,1.94302,3.9448
35.8001,34.9278,1.94302,3.9448
36.0201,34.8256,1.94302,3.9448
36.2401,34.7915,1.94302,3.9448
36.4401,34.7404,1.94302,3.9448
36.6601,34.6382,1.94302,3.9448
36.8601,34.587,1.94302,3.9448
37.0801,34.5189,1.94302,3.9448
37.3001,34.4678,1.94302,3.9448
37.5201,34.4167,1.94302,3.9448
37.7401,34.3144,1.94302,3.9448
37.9401,34.2463,1.94302,3.9448
38.1601,34.1952,1.94302,3.9448
38.3601,34.1781,1.94302,3.9448
38.5801,34.0759,1.94302,3.9448
38.8001,34.0078,1.94302,3.9448
39.0201,33.9737,1.94302,3.9448
39.2401,33.9226,1.94302,3.9448
39.4401,33.8714,1.94302,3.9448
39.6601,33.7863,1.94302,3.9448
39.8601,33.7522,1.94302,3.9448
40.0801,33.7181,1.94302,3.9448
40.3001,33.5988,1.94302,3.9448
40.5201,33.5818,1.94302,3.9448
40.7401,33.5307,1.94302,3.9448
40.9401,33.4796,1.94302,3.9448
41.1601,33.4455,1.94302,3.9448
41.3601,33.3773,1.94302,3.9448
41.5801,33.3092,1.94302,3.9448
41.8001,33.224,1.94302,3.9448
42.0201,33.241,1.94302,3.9448
42.2401,33.1388,1.94302,3.9448
42.4401,33.1388,1.94302,3.9448
42.6601,33.0025,1.94302,3.9448
42.8601,33.0366,1.94302,3.9448
43.0801,32.9173,1.94302,3.9448
43.3001,32.9003,1.94302,3.9448
43.5201,32.8321,1.94302,3.9448
43.7401,32.7981,1.94302,3.9448
43.9401,32.7129,1.94302,3.9448
44.1601,32.6958,1.94302,3.9448
44.3601,32.6958,1.94302,3.9448
44.5801,32.6447,1.94302,3.9448
44.8001,32.5425,1.94302,3.9448
45.0201,32.5766,1.94302,3.9448
45.2401,32.4573,1.94302,3.9448
45.4401,32.3891,1.94302,3.9448
45.6601,32.3891,1.94302,3.9448
45.8601,32.338,1.94302,3.9448
46.0801,32.2869,1.94302,3.9448
46.3001,32.2699,1.94302,3.9448
46.5201,32.2017,1.94302,3.9448
46.7401,32.1506,1.94302,3.9448
46.9401,32.0995,1.94302,3.9448
47.1601,32.0143,1.94302,3.9448
47.3601,32.0654,1.94302,3.9448
47.5801,31.9632,1.94302,3.9448
47.8001,31.9462,1.94302,3.9448
48.0201,31.9632,1.94302,3.9448
48.2401,31.878,1.94302,3.9448
48.4401,31.878,1.94302,3.9448
48.6601,31.8099,1.94302,3.9448
48.8601,31.7417,1.94302,3.9448
49.0801,31.6906,1.94302,3.9448
49.3001,31.7247,1.94302,3.9448
49.5201,31.6906,1.94302,3.9448
49.7401,31.6054,1.94302,3.9448
49.9401,31.5713,1.94302,3.9448
50.1601,31.4861,1.94302,3.9448
50.3601,31.4861,1.94302,3.9448
50.5801,31.435,1.94302,3.9448
50.8001,31.4691,1.94302,3.9448
51.0201,31.3498,1.94302,3.9448
51.2401,31.3158,1.94302,3.9448
51.4401,31.2817,1.94302,3.9448
51.6601,31.2476,1.94302,3.9448
51.8601,31.2646,1.94302,3.9448
52.0801,31.2306,1.94302,3.9448
52.3001,31.2476,1.94302,3.9448
52.5201,31.1454,1.94302,3.9448
52.7401,31.1454,1.94302,3.9448
52.9401,31.1113,1.94302,3.9448
53.1601,31.0431,1.94302,3.9448
53.3601,31.0431,1.94302,3.9448
53.5801,30.992,1.94302,3.9448
53.8001,30.992,1.94302,3.9448
54.0201,30.8898,1.94302,3.9448
54.2401,30.9068,1.94302,3.9448
54.4401,30.9239,1.94302,3.9448
54.6601,30.8046,1.94302,3.9448
54.8601,30.7705,1.94302,3.9448
55.0801,30.7705,1.94302,3.9448
55.3001,30.7194,1.94302,3.9448
55.5201,30.6854,1.94302,3.9448
55.7401,30.6342,1.94302,3.9448
55.9401,30.6342,1.94302,3.9448
56.1601,30.549,1.94302,3.9448
56.3601,30.549,1.94302,3.9448
56.5801,30.532,1.94302,3.9448
56.8001,30.4809,1.94302,3.9448
57.0201,30.4639,1.94302,3.9448
57.2401,30.4298,1.94302,3.9448
57.4401,30.4298,1.94302,3.9448
57.6601,30.4639,1.94302,3.9448
57.8601,30.3616,1.94302,3.9448
58.0801,30.3446,1.94302,3.9448
58.3001,30.2935,1.94302,3.9448
58.5201,30.2764,1.94302,3.9448
58.7401,30.2764,1.94302,3.9448
58.9401,30.1913,1.94302,3.9448
59.1601,30.1913,1.94302,3.9448
59.3601,30.1742,1.94302,3.9448
59.5801,30.1913,1.94302,3.9448
59.8001,30.1231,1.94302,3.9448
60.0201,30.072,1.94302,3.9448
60.2401,30.0549,1.94302,3.9448
60.4401,30.0038,1.94302,3.9448
60.6601,29.9868,1.94302,3.9448
60.8601,29.9698,1.94302,3.9448
61.0801,29.9186,1.94302,3.9448
61.3001,29.8846,1.94302,3.9448
61.5201,29.9016,1.94302,3.9448
61.7401,29.8675,1.94302,3.9448
61.9401,29.8505,1.94302,3.9448
62.1601,29.7994,1.94302,3.9448
62.3601,29.7994,1.94302,3.9448
62.5801,29.7823,1.94302,3.9448
62.8001,29.7312,1.94302,3.9448
63.0201,29.6972,1.94302,3.9448
63.2401,29.7312,1.94302,3.9448
63.4401,29.7312,1.94302,3.9448
63.6601,29.6972,1.94302,3.9448
63.8601,29.6972,1.94302,3.9448
64.0801,29.646,1.94302,3.9448
64.3001,29.5608,1.94302,3.9448
64.5201,29.5097,1.94302,3.9448
64.7401,29.5268,1.94302,3.9448
64.9401,29.5097,1.94302,3.9448
65.1601,29.4586,1.94302,3.9448
65.3601,29.3905,1.94302,3.9448
65.5801,29.3564,1.94302,3.9448
65.7001,29.4245,1.94302,3.9448
65.7401,29.3734,1.94302,3.9448
65.8001,29.3394,1.94302,3.9448
66.0201,29.3394,1.94302,3.9448
66.2401,28.1467,1.93881,3.949
66.4401,23.802,1.91865,3.96917
66.6601,20.1729,1.89668,3.99114
66.8601,17.3446,1.87669,4.01113
67.0801,14.806,1.85472,4.0331
67.3001,13.034,1.83263,4.05519
67.5201,11.9095,1.81066,4.07716
67.7401,11.0065,1.78863,4.09919
67.9401,10.2739,1.76852,4.1193
68.1601,9.54125,1.74661,4.1412
68.3601,8.92789,1.72663,4.16119
68.5801,8.31452,1.7046,4.18322
68.8001,7.75227,1.68269,4.20513
69.0201,7.22409,1.66066,4.22716
69.2401,6.72999,1.63869,4.24913
69.4401,6.30404,1.61858,4.26924
69.6601,5.86106,1.59661,4.29121
69.8601,5.48622,1.57662,4.3112
70.0801,5.14546,1.55465,4.33316
70.1801,4.97508,1.54469,4.34313
70.3001,4.8047,1.53269,4.35513
70.5201,4.46394,1.51066,4.37716
70.7401,4.10615,1.48869,4.39913
70.9401,3.8165,1.46858,4.41924
71.1601,3.47574,1.44667,4.44115
71.3601,3.20314,1.42656,4.46126
71.5801,2.93053,1.40453,4.48329
71.8001,2.65792,1.38262,4.5052
72.0201,2.43643,1.36071,4.52711
72.2001,2.24901,1.34253,4.54529
72.2401,2.21493,1.33868,4.54913
72.4401,1.9764,1.31858,4.56924
72.6601,1.72083,1.29661,4.59121
72.8601,1.55045,1.27662,4.6112
73.0801,1.36304,1.25465,4.63317
73.3001,1.14154,1.23274,4.65508
73.5201,0.920049,1.21071,4.67711
73.7401,0.715594,1.18868,4.69914
73.9401,0.562252,1.16857,4.71925
74.1601,0.425949,1.1466,4.74121
74.2201,0.408911,1.14072,4.7471
74.3601,0.255569,1.12668,4.76114
74.5801,0.102228,1.10465,4.78317
74.8001,4.86637e-010,1.08256,4.80526
75.0201,-0.238531,1.06065,4.82717
75.2401,-0.340759,1.03856,4.84926
75.4401,-0.477063,1.01857,4.86925
75.6601,-0.596328,0.996602,4.89122
75.8601,-0.698556,0.976674,4.91115
76.0801,-0.83486,0.954705,4.93311
76.2201,-0.83486,0.940659,4.94716
76.3001,-0.937087,0.932615,4.9552
76.5201,-0.988201,0.910706,4.97711
76.7401,-1.10747,0.888737,4.99908
76.9401,-1.26081,0.868569,5.01925
77.1601,-1.29488,0.8466,5.04122
77.3601,-1.41415,0.826611,5.06121
77.5801,-1.51638,0.804582,5.08324
77.8001,-1.49934,0.782673,5.10515
78.0201,-1.60157,0.760764,5.12706
78.2201,-1.68676,0.740655,5.14716
78.2401,-1.7038,0.738615,5.1492
78.4401,-1.78899,0.718626,5.16919
78.6601,-1.85714,0.696597,5.19122
78.8601,-1.87417,0.676609,5.21121
79.0801,-1.92529,0.6547,5.23312
79.3001,-2.01048,0.63267,5.25515
79.5201,-2.04455,0.610641,5.27718
79.7401,-2.02752,0.588612,5.29921
79.9401,-2.06159,0.568624,5.3192
80.1601,-1.87417,0.546655,5.34116
80.2201,-1.87417,0.540652,5.34717
80.3601,-1.77195,0.526666,5.36115
80.5801,-1.55045,0.504757,5.38306
80.8001,-1.29488,0.482548,5.40527
81.0201,-0.83486,0.460639,5.42718
81.2401,-0.289645,0.43867,5.44915
81.4401,-0.272607,0.418681,5.46914
81.6601,-0.289645,0.396712,5.49111
81.8601,-0.289645,0.376604,5.51122
82.0801,-0.289645,0.354695,5.53312
82.2201,-0.255569,0.340589,5.54723
82.3001,-0.306683,0.332666,5.55515
82.5201,-0.289645,0.310636,5.57718
82.7401,-0.255569,0.288607,5.59921
82.9401,-0.255569,0.268559,5.61926
83.1601,-0.153342,0.24659,5.64123
83.3601,-0.204455,0.226601,5.66122
83.5801,-0.204455,0.204632,5.68319
83.8001,-0.187417,0.182603,5.70522
84.0201,-0.238531,0.160634,5.72719
84.2401,-0.272607,0.138665,5.74915
84.4401,-0.255569,0.118676,5.76914
84.6601,-0.272607,0.0965872,5.79123
84.8601,-0.221493,0.0766589,5.81116
85.0801,-0.204455,0.0546897,5.83313
85.3001,-0.204455,0.0326005,5.85522
85.5201,-0.221493,0.0106914,5.87713
85.6201,-0.221493,0.00138754,5.88643
85.7001,-0.238531,0.000127017,5.88769
85.7401,-0.255569,-5.30582e-005,5.88787
85.9401,-0.187417,-5.30582e-005,5.88787
86.1601,-0.238531,-5.30582e-005,5.88787
86.3801,-0.238531,6.9668e-006,5.88781
86.6201,-0.289645,6.9668e-006,5.88781
86.8401,-0.272607,0.000127017,5.88769
87.0601,-0.272607,0.0202954,5.86752
87.2801,-0.272607,0.0423846,5.84543
87.4801,-0.272607,0.062493,5.82533
87.7001,-0.255569,0.0844621,5.80336
87.9001,-0.221493,0.10439,5.78343
88.1201,-0.187417,0.12654,5.76128
88.3201,-0.221493,0.146408,5.74141
88.5401,-0.255569,0.168377,5.71944
88.7601,-0.272607,0.190466,5.69735
88.9601,-0.221493,0.210515,5.6773
89.1801,-0.17038,0.232484,5.65534
89.3801,-0.187417,0.252472,5.63535
89.6001,-0.221493,0.274441,5.61338
89.8001,-0.204455,0.29437,5.59345
90.0201,-0.255569,0.316459,5.57136
90.2401,-0.204455,0.338428,5.54939
90.2601,-0.221493,0.340469,5.54735
90.4401,-0.204455,0.358416,5.5294
90.6601,-0.204455,0.380325,5.50749
90.8601,-0.238531,0.400434,5.48739
91.0801,-0.221493,0.422463,5.46536
91.3001,-0.255569,0.444432,5.44339
91.5201,-0.221493,0.466581,5.42124
91.7401,-0.0340759,0.48837,5.39945
91.9401,0.272607,0.508479,5.37934
92.1601,0.868936,0.530448,5.35737
92.2601,1.10747,0.540472,5.34735
92.3601,1.36304,0.550496,5.33732
92.5801,1.82306,0.572465,5.31535
92.8001,2.23197,0.594375,5.29344
93.0201,2.55569,0.616464,5.27136
93.2401,2.91349,0.638373,5.24945
93.4401,3.3224,0.658421,5.2294
93.6601,3.6802,0.68045,5.20737
93.8601,4.03799,0.700439,5.18738
94.0801,4.44691,0.722588,5.16523
94.2801,4.77063,0.742456,5.14536
94.3001,4.77063,0.744437,5.14338
94.5201,5.21361,0.766466,5.12135
94.7401,5.62252,0.788375,5.09944
94.9401,5.96328,0.808484,5.07934
95.1601,6.30404,0.830393,5.05743
95.3601,6.66184,0.850501,5.03732
95.5801,7.05371,0.87241,5.01541
95.8001,7.44559,0.894379,4.99344
96.0401,7.90561,0.91845,4.96937
96.2601,8.33156,0.940479,4.94734
96.2801,8.38267,0.942459,4.94536
96.4601,8.72343,0.960467,4.92735
96.6801,9.14938,0.982436,4.90538
96.8801,9.52422,1.00242,4.88539
97.1001,9.91609,1.02439,4.86343
97.3001,10.308,1.04438,4.84344
97.5201,10.7509,1.06647,4.82135
97.7401,11.211,1.08844,4.79938
97.9401,11.6369,1.10843,4.77939
98.1601,12.0799,1.13034,4.75748
98.2801,12.3696,1.14252,4.7453
98.3601,12.557,1.15045,4.73737
98.5801,13.0511,1.1726,4.71522
98.8001,13.5281,1.19444,4.69337
99.0201,14.1074,1.21641,4.67141
99.2401,14.5845,1.2385,4.64932
99.4401,15.0104,1.25849,4.62933
99.6601,15.6068,1.28046,4.60736
99.8601,16.0838,1.30039,4.58743
100.08,16.6631,1.32254,4.56528
100.3,17.2765,1.34445,4.54337
100.52,17.8899,1.3666,4.52122
100.74,18.4351,1.38839,4.49943
100.94,19.0995,1.40843,4.47939
101.16,19.764,1.43052,4.4573
101.36,20.2581,1.45039,4.43743
101.58,20.9737,1.47242,4.4154
101.8,21.6723,1.49445,4.39337
102.02,22.3879,1.51642,4.3714
102.24,22.9842,1.53839,4.34943
102.3,23.1716,1.54451,4.34331
102.44,23.7168,1.55844,4.32938
102.66,24.5006,1.58047,4.30735
102.86,25.2673,1.60039,4.28743
103.08,25.9999,1.62248,4.26534
103.3,26.8859,1.64445,4.24337
103.52,27.7378,1.66642,4.2214
103.74,28.5726,1.68833,4.19949
103.94,29.4245,1.70838,4.17944
104.16,30.3105,1.73047,4.15735
104.3,30.8728,1.74451,4.14331
104.36,31.1113,1.75046,4.13736
104.58,32.1336,1.77249,4.11533
104.8,33.1218,1.79433,4.09348
105.02,34.1441,1.81636,4.07146
105.24,35.2345,1.83833,4.04949
105.44,36.2056,1.85844,4.02938
105.66,37.262,1.88041,4.00741
105.86,38.3354,1.90046,3.98736
106.08,39.4599,1.92255,3.96527
106.28,40.2607,1.9417,3.94612
106.3,40.1414,1.9423,3.94552
106.52,38.0457,1.94308,3.94474
106.74,37.0235,1.94308,3.94474
106.94,36.3249,1.94302,3.9448
107.16,35.7967,1.94302,3.9448
107.36,35.3708,1.94302,3.9448
107.58,34.9789,1.94302,3.9448
107.8,34.6041,1.94302,3.9448
108.02,34.2974,1.94302,3.9448
108.24,34.0418,1.94302,3.9448
108.44,33.8714,1.94302,3.9448
108.66,33.6159,1.94302,3.9448
108.86,33.4455,1.94302,3.9448
109.08,33.241,1.94302,3.9448
109.3,33.0366,1.94302,3.9448
109.52,32.8662,1.94302,3.9448
109.74,32.7299,1.94302,3.9448
109.94,32.5595,1.94302,3.9448
110.16,32.4062,1.94302,3.9448
110.36,32.2699,1.94302,3.9448
110.58,32.2017,1.94302,3.9448
110.8,32.0995,1.94302,3.9448
111.02,31.895,1.94302,3.9448
111.24,31.7587,1.94302,3.9448
111.44,31.7417,1.94302,3.9448
111.66,31.6395,1.94302,3.9448
111.86,31.5372,1.94302,3.9448
112.08,31.3498,1.94302,3.9448
112.3,31.2817,1.94302,3.9448
112.52,31.1795,1.94302,3.9448
112.74,31.1454,1.94302,3.9448
112.94,31.0602,1.94302,3.9448
113.16,30.9239,1.94302,3.9448
113.36,30.8046,1.94302,3.9448
113.58,30.7705,1.94302,3.9448
113.8,30.7365,1.94302,3.9448
114.02,30.6172,1.94302,3.9448
114.24,30.5831,1.94302,3.9448
114.44,30.4979,1.94302,3.9448
114.66,30.4298,1.94302,3.9448
114.86,30.3957,1.94302,3.9448
115.08,30.2935,1.94302,3.9448
115.3,30.2253,1.94302,3.9448
115.52,30.1401,1.94302,3.9448
115.74,30.1401,1.94302,3.9448
115.94,30.0379,1.94302,3.9448
116.16,29.9868,1.94302,3.9448
116.36,29.9527,1.94302,3.9448
116.58,29.8675,1.94302,3.9448
116.8,29.8505,1.94302,3.9448
117.02,29.7483,1.94302,3.9448
117.24,29.7142,1.94302,3.9448
117.44,29.629,1.94302,3.9448
117.66,29.646,1.94302,3.9448
117.86,29.5949,1.94302,3.9448
118.08,29.5097,1.94302,3.9448
118.3,29.4927,1.94302,3.9448
118.52,29.4245,1.94302,3.9448
118.74,29.4075,1.94302,3.9448
118.94,29.3053,1.94302,3.9448
119.16,29.3223,1.94302,3.9448
119.36,29.2882,1.94302,3.9448
119.58,29.186,1.94302,3.9448
119.8,29.1349,1.94302,3.9448
120.02,29.186,1.94302,3.9448
120.24,29.1179,1.94302,3.9448
120.44,29.0838,1.94302,3.9448
120.66,28.9816,1.94302,3.9448
120.86,28.9645,1.94302,3.9448
121.08,28.9304,1.94302,3.9448
121.3,28.8964,1.94302,3.9448
121.52,28.8793,1.94302,3.9448
121.74,28.8112,1.94302,3.9448
121.94,28.7771,1.94302,3.9448
122.16,28.7601,1.94302,3.9448
122.36,28.709,1.94302,3.9448
122.58,28.6408,1.94302,3.9448
122.8,28.6749,1.94302,3.9448
123.02,28.6408,1.94302,3.9448
123.24,28.5215,1.94302,3.9448
123.44,28.5215,1.94302,3.9448
123.66,28.5556,1.94302,3.9448
123.86,28.5726,1.94302,3.9448
124.08,28.4534,1.94302,3.9448
124.3,28.4534,1.94302,3.9448
124.52,28.4023,1.94302,3.9448
124.74,28.3341,1.94302,3.9448
124.94,28.3171,1.94302,3.9448
125.16,28.3341,1.94302,3.9448
125.36,28.3171,1.94302,3.9448
125.58,28.3,1.94302,3.9448
125.8,28.2148,1.94302,3.9448
126.02,28.2319,1.94302,3.9448
126.24,28.1467,1.94302,3.9448
126.44,28.1297,1.94302,3.9448
126.66,28.0785,1.94302,3.9448
126.86,28.0956,1.94302,3.9448
127.08,28.0615,1.94302,3.9448
127.3,28.0104,1.94302,3.9448
127.52,27.9252,1.94302,3.9448
127.74,27.9252,1.94302,3.9448
127.94,27.9252,1.94302,3.9448
128.16,27.8911,1.94302,3.9448
128.36,27.8911,1.94302,3.9448
128.58,27.8571,1.94302,3.9448
128.8,27.84,1.94302,3.9448
129.02,27.8059,1.94302,3.9448
129.24,27.7889,1.94302,3.9448
129.44,27.7548,1.94302,3.9448
129.66,27.6867,1.94302,3.9448
129.86,27.6867,1.94302,3.9448
130.08,27.6696,1.94302,3.9448
130.3,27.6356,1.94302,3.9448
130.52,27.6015,1.94302,3.9448
130.74,27.6185,1.94302,3.9448
130.94,27.5504,1.94302,3.9448
131.16,27.5333,1.94302,3.9448
131.36,27.5163,1.94302,3.9448
131.58,27.4652,1.94302,3.9448
131.8,27.4652,1.94302,3.9448
132.02,27.4822,1.94302,3.9448
132.24,27.4652,1.94302,3.9448
132.44,27.4652,1.94302,3.9448
132.66,27.4652,1.94302,3.9448
132.86,27.4141,1.94302,3.9448
133.08,27.38,1.94302,3.9448
133.3,27.38,1.94302,3.9448
133.52,27.3459,1.94302,3.9448
133.74,27.363,1.94302,3.9448
133.94,27.3118,1.94302,3.9448
134.16,27.2607,1.94302,3.9448
134.36,27.2266,1.94302,3.9448
134.58,27.2266,1.94302,3.9448
134.8,27.1755,1.94302,3.9448
135.02,27.1755,1.94302,3.9448
135.24,27.1585,1.94302,3.9448
135.44,27.1244,1.94302,3.9448
135.66,27.1415,1.94302,3.9448
135.86,27.0903,1.94302,3.9448
136.08,27.0563,1.94302,3.9448
136.3,27.0563,1.94302,3.9448
136.52,27.0392,1.94302,3.9448
136.74,27.0222,1.94302,3.9448
136.94,26.9711,1.94302,3.9448
137.16,26.954,1.94302,3.9448
137.36,26.9029,1.94302,3.9448
137.58,26.8518,1.94302,3.9448
137.8,26.8689,1.94302,3.9448
138.02,26.8859,1.94302,3.9448
138.24,26.8348,1.94302,3.9448
138.44,26.7496,1.94302,3.9448
138.66,26.8348,1.94302,3.9448
138.86,26.8177,1.94302,3.9448
139.08,26.7666,1.94302,3.9448
139.3,26.7837,1.94302,3.9448
139.52,26.7666,1.94302,3.9448
139.74,26.7325,1.94302,3.9448
139.94,26.8007,1.94302,3.9448
140.16,26.6644,1.94302,3.9448
140.36,26.6474,1.94302,3.9448
140.58,26.6644,1.94302,3.9448
140.8,26.5962,1.94302,3.9448
141.02,26.5962,1.94302,3.9448
141.24,26.5792,1.94302,3.9448
141.44,26.6133,1.94302,3.9448
141.66,26.6644,1.94302,3.9448
141.86,26.5962,1.94302,3.9448
142.08,26.5451,1.94302,3.9448
142.3,26.5451,1.94302,3.9448
142.52,26.5281,1.94302,3.9448
142.74,26.5281,1.94302,3.9448
142.94,26.477,1.94302,3.9448
