"Unterseriennummer",0,""
"Probennummer",1," "
18.72,38.5569,1.75332,4.24055
18.94,39.2895,1.77535,4.21852
19.14,39.971,1.7954,4.19847
19.34,40.7207,1.81533,4.17854
19.54,41.4022,1.83538,4.15849
19.66,41.8622,1.84738,4.14649
19.74,42.1519,1.85536,4.1385
19.96,42.9527,1.87739,4.11647
20.16,43.6683,1.89732,4.09655
20.36,44.4691,1.91731,4.07656
20.56,45.2358,1.93742,4.05645
20.76,46.0025,1.95741,4.03646
20.96,46.4114,1.97649,4.01737
20.98,46.224,1.97715,4.01671
21.2,44.1113,1.978,4.01587
21.4,43.0719,1.97806,4.01581
21.6,42.3904,1.97806,4.01581
21.82,41.7089,1.978,4.01587
22.02,41.1807,1.978,4.01587
22.22,40.7548,1.978,4.01587
22.44,40.3288,1.978,4.01587
22.64,39.9881,1.978,4.01587
22.84,39.6814,1.978,4.01587
23.04,39.3917,1.978,4.01587
23.24,39.068,1.978,4.01587
23.46,38.8295,1.978,4.01587
23.66,38.591,1.978,4.01587
23.86,38.3184,1.978,4.01587
24.06,38.0969,1.978,4.01587
24.26,37.8754,1.978,4.01587
24.48,37.6539,1.978,4.01587
24.7,37.4494,1.978,4.01587
24.9,37.2279,1.978,4.01587
25.1,37.0405,1.978,4.01587
25.3,36.9042,1.978,4.01587
25.5,36.7509,1.978,4.01587
25.72,36.5294,1.978,4.01587
25.94,36.4271,1.978,4.01587
26.14,36.2738,1.978,4.01587
26.34,36.1545,1.978,4.01587
26.54,35.933,1.978,4.01587
26.74,35.8138,1.978,4.01587
26.96,35.6945,1.978,4.01587
27.16,35.5923,1.978,4.01587
27.36,35.473,1.978,4.01587
27.56,35.3538,1.978,4.01587
27.76,35.2515,1.978,4.01587
27.98,35.1663,1.978,4.01587
28.2,34.996,1.978,4.01587
28.4,34.9278,1.978,4.01587
28.6,34.8426,1.978,4.01587
28.8,34.7063,1.978,4.01587
29,34.6552,1.978,4.01587
29.22,34.5189,1.978,4.01587
29.44,34.4167,1.978,4.01587
29.64,34.2804,1.978,4.01587
29.84,34.1611,1.978,4.01587
30.04,34.11,1.978,4.01587
30.24,34.0248,1.978,4.01587
30.46,33.9907,1.978,4.01587
30.66,33.8544,1.978,4.01587
30.86,33.7863,1.978,4.01587
31.06,33.7181,1.978,4.01587
31.26,33.5818,1.978,4.01587
31.48,33.5307,1.978,4.01587
31.7,33.4114,1.978,4.01587
31.9,33.3433,1.978,4.01587
32.1,33.3262,1.978,4.01587
32.3,33.207,1.978,4.01587
32.5,33.1047,1.978,4.01587
32.72,33.0877,1.978,4.01587
32.94,32.9684,1.978,4.01587
33.14,32.9173,1.978,4.01587
33.34,32.8321,1.978,4.01587
33.54,32.7981,1.978,4.01587
33.74,32.7129,1.978,4.01587
33.96,32.7129,1.978,4.01587
34.16,32.5766,1.978,4.01587
34.36,32.4743,1.978,4.01587
34.56,32.4743,1.978,4.01587
34.76,32.3721,1.978,4.01587
34.98,32.338,1.978,4.01587
35.2,32.321,1.978,4.01587
35.4,32.2869,1.978,4.01587
35.6,32.2017,1.978,4.01587
35.8,32.1165,1.978,4.01587
36,32.0654,1.978,4.01587
36.22,31.9802,1.978,4.01587
36.44,31.9462,1.978,4.01587
36.64,31.895,1.978,4.01587
36.84,31.861,1.978,4.01587
37.04,31.7928,1.978,4.01587
37.24,31.7587,1.978,4.01587
37.46,31.7247,1.978,4.01587
37.66,31.6224,1.978,4.01587
37.86,31.6054,1.978,4.01587
38.06,31.5202,1.978,4.01587
38.26,31.4691,1.978,4.01587
38.48,31.4009,1.978,4.01587
38.7,31.3669,1.978,4.01587
38.9,31.3498,1.978,4.01587
39.1,31.3158,1.978,4.01587
39.3,31.2646,1.978,4.01587
39.5,31.1965,1.978,4.01587
39.72,31.1795,1.978,4.01587
39.94,31.0431,1.978,4.01587
40.14,31.0261,1.978,4.01587
40.34,31.0091,1.978,4.01587
40.54,30.958,1.978,4.01587
40.74,30.9409,1.978,4.01587
40.96,30.8898,1.978,4.01587
41.16,30.8217,1.978,4.01587
41.36,30.8387,1.978,4.01587
41.56,30.8217,1.978,4.01587
41.76,30.7024,1.978,4.01587
41.98,30.6854,1.978,4.01587
42.2,30.6172,1.978,4.01587
42.4,30.6002,1.978,4.01587
42.6,30.5661,1.978,4.01587
42.8,30.549,1.978,4.01587
43,30.532,1.978,4.01587
43.22,30.4468,1.978,4.01587
43.44,30.4298,1.978,4.01587
43.64,30.3787,1.978,4.01587
43.84,30.3787,1.978,4.01587
44.04,30.3276,1.978,4.01587
44.24,30.2935,1.978,4.01587
44.46,30.1913,1.978,4.01587
44.66,30.2083,1.978,4.01587
44.86,30.1572,1.978,4.01587
45.06,30.089,1.978,4.01587
45.26,30.0549,1.978,4.01587
45.48,30.0209,1.978,4.01587
45.7,30.0209,1.978,4.01587
45.9,29.9527,1.978,4.01587
46.1,29.9016,1.978,4.01587
46.3,29.8505,1.978,4.01587
46.5,29.9186,1.978,4.01587
46.72,29.8164,1.978,4.01587
46.94,29.7994,1.978,4.01587
47.14,29.7823,1.978,4.01587
47.34,29.7312,1.978,4.01587
47.54,29.7142,1.978,4.01587
47.74,29.6972,1.978,4.01587
47.96,29.6631,1.978,4.01587
48.16,29.646,1.978,4.01587
48.36,29.5438,1.978,4.01587
48.56,29.5438,1.978,4.01587
48.76,29.5438,1.978,4.01587
48.98,29.4757,1.978,4.01587
49.2,29.4586,1.978,4.01587
49.4,29.4245,1.978,4.01587
49.6,29.4245,1.978,4.01587
49.8,29.3734,1.978,4.01587
50,29.2882,1.978,4.01587
50.22,29.3223,1.978,4.01587
50.44,29.2712,1.978,4.01587
50.64,29.2542,1.978,4.01587
50.84,29.2371,1.978,4.01587
51.04,29.2542,1.978,4.01587
51.24,29.169,1.978,4.01587
51.46,29.1008,1.978,4.01587
51.66,29.1349,1.978,4.01587
51.86,29.0667,1.978,4.01587
52.06,29.0667,1.978,4.01587
52.26,29.0327,1.978,4.01587
52.48,28.9475,1.978,4.01587
52.7,28.9816,1.978,4.01587
52.9,28.9645,1.978,4.01587
53.1,28.9475,1.978,4.01587
53.3,28.9304,1.978,4.01587
53.5,28.8793,1.978,4.01587
53.72,28.8623,1.978,4.01587
53.94,28.8112,1.978,4.01587
54.14,28.7771,1.978,4.01587
54.34,28.7601,1.978,4.01587
54.54,28.726,1.978,4.01587
54.74,28.709,1.978,4.01587
54.96,28.6578,1.978,4.01587
55.16,28.6749,1.978,4.01587
55.36,28.6578,1.978,4.01587
55.56,28.6238,1.978,4.01587
55.76,28.5726,1.978,4.01587
55.98,28.5556,1.978,4.01587
56.2,28.5386,1.978,4.01587
56.4,28.5045,1.978,4.01587
56.6,28.4875,1.978,4.01587
56.8,28.4534,1.978,4.01587
57,28.4534,1.978,4.01587
57.22,28.4193,1.978,4.01587
57.44,28.4193,1.978,4.01587
57.64,28.3512,1.978,4.01587
57.84,28.3341,1.978,4.01587
58.04,28.3341,1.978,4.01587
58.24,28.3341,1.978,4.01587
58.46,28.2148,1.978,4.01587
58.66,28.2319,1.978,4.01587
58.86,28.2148,1.978,4.01587
59.06,28.1978,1.978,4.01587
59.26,28.1467,1.978,4.01587
59.48,28.1978,1.978,4.01587
59.7,28.1467,1.978,4.01587
59.9,28.1297,1.978,4.01587
60.1,28.1467,1.978,4.01587
60.3,28.1126,1.978,4.01587
60.5,28.1126,1.978,4.01587
60.72,27.9934,1.978,4.01587
60.94,27.9934,1.978,4.01587
61.14,27.9934,1.978,4.01587
61.34,27.9763,1.978,4.01587
61.54,27.9763,1.978,4.01587
61.74,27.9082,1.978,4.01587
61.96,27.8911,1.978,4.01587
62.16,27.8571,1.978,4.01587
62.36,27.9252,1.978,4.01587
62.56,27.9082,1.978,4.01587
62.76,27.8571,1.978,4.01587
62.98,27.8741,1.978,4.01587
63.2,27.84,1.978,4.01587
63.4,27.7719,1.978,4.01587
63.6,27.7719,1.978,4.01587
63.8,27.7548,1.978,4.01587
64,27.7719,1.978,4.01587
64.22,27.7037,1.978,4.01587
64.44,27.7378,1.978,4.01587
64.64,27.6526,1.978,4.01587
64.84,27.6867,1.978,4.01587
65.04,27.7037,1.978,4.01587
65.24,27.6185,1.978,4.01587
65.46,27.6356,1.978,4.01587
65.66,27.6185,1.978,4.01587
65.86,27.6015,1.978,4.01587
65.96,27.5504,1.978,4.01587
66,27.5504,1.978,4.01587
66.06,27.5504,1.978,4.01587
66.26,27.5333,1.978,4.01587
66.48,27.3289,1.97788,4.01599
66.7,22.9672,1.95681,4.03706
66.9,19.6959,1.9367,4.05717
67.1,17.0039,1.91665,4.07722
67.3,15.1127,1.89672,4.09715
67.5,13.6304,1.87661,4.11725
67.72,12.6422,1.85458,4.13928
67.94,11.9777,1.83261,4.16125
68.14,11.5177,1.81263,4.18124
68.34,11.0406,1.79264,4.20123
68.54,10.6146,1.77253,4.22134
68.74,10.1205,1.75254,4.24133
68.96,9.6094,1.73063,4.26324
69.16,9.1153,1.71058,4.28328
69.36,8.68936,1.69066,4.30321
69.56,8.28045,1.67073,4.32314
69.76,7.87153,1.65056,4.34331
69.8,7.78634,1.64666,4.34721
69.98,7.37743,1.62865,4.36522
70.2,7.0026,1.60668,4.38719
70.4,6.62776,1.58663,4.40724
70.6,6.26997,1.56664,4.42722
70.8,5.98032,1.5466,4.44727
71,5.62252,1.52667,4.4672
71.22,5.2988,1.5047,4.48917
71.44,4.92397,1.48261,4.51126
71.64,4.70247,1.46262,4.53125
71.82,4.41283,1.44455,4.54931
71.84,4.41283,1.44269,4.55118
72.04,4.15726,1.42258,4.57128
72.24,3.86762,1.40254,4.59133
72.46,3.62908,1.38057,4.6133
72.66,3.35648,1.3607,4.63317
72.86,3.13498,1.34065,4.65322
73.06,2.91349,1.32072,4.67315
73.26,2.65792,1.30061,4.69325
73.48,2.43643,1.2787,4.71516
73.7,2.21493,1.25673,4.73713
73.84,2.11271,1.24263,4.75124
73.9,2.04455,1.23651,4.75736
74.1,1.85714,1.2167,4.77717
74.3,1.7038,1.19665,4.79722
74.5,1.51638,1.1766,4.81727
74.72,1.32896,1.15457,4.8393
74.94,1.15858,1.1326,4.86126
75.14,1.02228,1.11267,4.88119
75.34,0.903011,1.09257,4.9013
75.54,0.74967,1.07258,4.92129
75.74,0.545214,1.05265,4.94122
75.84,0.528177,1.04263,4.95124
75.96,0.494101,1.03062,4.96325
76.16,0.255569,1.01063,4.98324
76.36,0.153342,0.990704,5.00316
76.56,0.0511139,0.970596,5.02327
76.76,-0.17038,0.950547,5.04332
76.98,-0.255569,0.928698,5.06517
77.2,-0.357797,0.906609,5.08726
77.4,-0.460025,0.886561,5.10731
77.6,-0.596328,0.866692,5.12718
77.8,-0.698556,0.846644,5.14722
77.84,-0.766708,0.842622,5.15125
78,-0.868936,0.826656,5.16721
78.22,-0.954125,0.804687,5.18918
78.44,-1.10747,0.782537,5.21133
78.64,-1.19266,0.762669,5.2312
78.84,-1.32896,0.742681,5.25119
79.04,-1.346,0.722692,5.27118
79.24,-1.4823,0.702644,5.29122
79.46,-1.49934,0.680675,5.31319
79.66,-1.44823,0.660567,5.3333
79.86,-1.27785,0.640578,5.35329
80.06,-1.1245,0.62071,5.37316
80.26,-0.885974,0.600722,5.39315
80.48,-0.613366,0.578512,5.41536
80.7,-0.425949,0.556603,5.43726
80.9,-0.425949,0.536615,5.45725
81.1,-0.357797,0.516567,5.4773
81.3,-0.323721,0.496638,5.49723
81.5,-0.272607,0.47665,5.51722
81.72,-0.272607,0.454681,5.53919
81.88,-0.289645,0.438654,5.55521
81.94,-0.272607,0.432592,5.56128
82.14,-0.238531,0.412663,5.5812
82.34,-0.289645,0.392735,5.60113
82.54,-0.289645,0.372627,5.62124
82.74,-0.289645,0.352698,5.64117
82.96,-0.255569,0.330609,5.66326
83.16,-0.255569,0.310621,5.68325
83.36,-0.272607,0.290692,5.70318
83.56,-0.289645,0.270644,5.72322
83.76,-0.272607,0.250656,5.74321
83.88,-0.323721,0.238651,5.75522
83.98,-0.255569,0.228627,5.76524
84.2,-0.221493,0.206537,5.78733
84.4,-0.238531,0.186549,5.80732
84.6,-0.187417,0.166621,5.82725
84.8,-0.204455,0.146632,5.84724
85,-0.221493,0.126644,5.86722
85.22,-0.204455,0.104615,5.88925
85.44,-0.187417,0.0826458,5.91122
85.64,-0.17038,0.0626575,5.93121
85.84,-0.187417,0.0427292,5.95114
85.88,-0.187417,0.0385875,5.95528
86.04,-0.136304,0.0225608,5.97131
86.22,-0.136304,0.00473335,5.98913
86.26,-0.0851898,0.00137195,5.9925
86.32,-0.136304,0.000291501,5.99358
86.46,-0.119266,5.14008e-005,5.99382
86.68,-0.17038,-8.62422e-006,5.99388
86.88,-0.17038,-8.62422e-006,5.99388
87.08,-0.153342,5.14008e-005,5.99382
87.28,-0.17038,5.14008e-005,5.99382
87.48,-0.153342,0.0082148,5.98565
87.7,-0.136304,0.0304241,5.96344
87.9,-0.0851898,0.0504124,5.94346
88.1,-0.136304,0.0704607,5.92341
88.3,-0.119266,0.0905091,5.90336
88.5,-0.187417,0.110437,5.88343
88.72,-0.119266,0.132407,5.86146
88.94,-0.136304,0.154436,5.83943
89.14,-0.187417,0.174484,5.81938
89.34,-0.153342,0.194532,5.79934
89.54,-0.102228,0.214461,5.77941
89.74,-0.153342,0.234509,5.75936
89.8,-0.187417,0.240572,5.7533
89.96,-0.136304,0.256418,5.73745
90.18,-0.136304,0.278447,5.71542
90.38,-0.136304,0.298436,5.69543
90.58,-0.153342,0.318484,5.67538
90.78,-0.102228,0.338472,5.6554
90.98,-0.0851898,0.358461,5.63541
91.2,-0.153342,0.38049,5.61338
91.4,-0.17038,0.400418,5.59345
91.6,-0.136304,0.420467,5.5734
91.8,-0.153342,0.440455,5.55341
91.82,-0.187417,0.442376,5.55149
92,-0.17038,0.460503,5.53336
92.22,-0.153342,0.482472,5.5114
92.44,-0.0851898,0.504502,5.48937
92.66,0.102228,0.526591,5.46728
92.86,0.374835,0.546519,5.44735
93.06,0.66448,0.566627,5.42724
93.26,1.09043,0.586496,5.40737
93.46,1.43119,0.606484,5.38738
93.68,1.7038,0.628513,5.36535
93.82,1.92529,0.642559,5.35131
93.88,2.04455,0.648501,5.34537
94.08,2.38531,0.66849,5.32538
94.28,2.64088,0.688478,5.30539
94.48,2.94757,0.708406,5.28546
94.7,3.27129,0.730496,5.26337
94.9,3.56093,0.750544,5.24332
95.1,3.83354,0.770472,5.2234
95.3,4.19134,0.790521,5.20335
95.52,4.54913,0.81255,5.18132
95.72,4.82174,0.832538,5.16133
95.86,5.0262,0.846464,5.1474
95.94,5.1625,0.854507,5.13936
96.14,5.46918,0.874436,5.11943
96.34,5.75883,0.894424,5.09944
96.54,6.08255,0.914472,5.0794
96.74,6.42331,0.934461,5.05941
96.96,6.79814,0.95655,5.03732
97.18,7.17298,0.978519,5.01535
97.38,7.44559,0.998447,4.99542
97.58,7.80338,1.01844,4.97543
97.78,8.16118,1.03836,4.9555
97.86,8.29748,1.04659,4.94728
97.98,8.53601,1.05841,4.93546
98.2,8.91085,1.08038,4.91349
98.4,9.31976,1.10049,4.89338
98.6,9.64348,1.12054,4.87333
98.82,10.0694,1.14245,4.85142
99.02,10.5124,1.1625,4.83137
99.22,10.8191,1.18248,4.81138
99.44,11.3302,1.20445,4.78941
99.64,11.7391,1.2245,4.76937
99.84,12.2162,1.24455,4.74932
99.88,12.3014,1.24851,4.74536
100.04,12.574,1.26448,4.72939
100.24,12.9829,1.28453,4.70934
100.46,13.46,1.30644,4.68743
100.7,14.0904,1.33051,4.66336
100.9,14.5504,1.35049,4.64337
101.1,15.0616,1.37048,4.62339
101.3,15.5386,1.39047,4.6034
101.5,15.9986,1.41046,4.58341
101.72,16.5609,1.43267,4.5612
101.88,17.0209,1.44851,4.54535
101.94,17.1913,1.4544,4.53947
102.14,17.6684,1.47445,4.51942
102.34,18.2817,1.49449,4.49937
102.56,18.8781,1.51652,4.47734
102.76,19.4573,1.53645,4.45742
102.96,20.0537,1.5565,4.43737
103.18,20.7522,1.57853,4.41534
103.38,21.3826,1.59852,4.39535
103.58,22.013,1.61839,4.37548
103.78,22.6434,1.63843,4.35543
103.88,23.0183,1.64852,4.34535
103.98,23.2909,1.65848,4.33539
104.22,24.1087,1.68243,4.31144
104.44,24.9095,1.70458,4.28929
104.64,25.6762,1.72457,4.2693
104.84,26.4429,1.7445,4.24937
105.04,27.1755,1.76455,4.22932
105.24,27.9763,1.78441,4.20945
105.46,28.8623,1.8065,4.18736
105.68,29.7994,1.82853,4.16533
105.88,30.6683,1.84852,4.14535
106.08,31.5202,1.86845,4.12542
106.28,32.4573,1.8885,4.10537
106.48,33.4114,1.90855,4.08532
106.7,34.4678,1.93052,4.06335
106.9,35.4389,1.95044,4.04342
107.1,36.3931,1.97049,4.02338
107.16,36.4783,1.97619,4.01767
107.3,35.3197,1.978,4.01587
107.5,34.3996,1.97806,4.01581
107.74,33.7351,1.97806,4.01581
107.96,33.3092,1.97806,4.01581
108.18,32.8832,1.978,4.01587
108.38,32.6447,1.978,4.01587
108.58,32.3551,1.978,4.01587
108.78,32.1506,1.978,4.01587
108.98,31.9291,1.978,4.01587
109.2,31.7247,1.978,4.01587
109.4,31.5713,1.978,4.01587
109.6,31.418,1.978,4.01587
109.8,31.2476,1.978,4.01587
110,31.1283,1.978,4.01587
110.22,30.992,1.978,4.01587
110.44,30.7876,1.978,4.01587
110.64,30.7194,1.978,4.01587
110.84,30.6342,1.978,4.01587
111.04,30.4809,1.978,4.01587
111.24,30.3616,1.978,4.01587
111.46,30.2764,1.978,4.01587
111.68,30.1572,1.978,4.01587
111.88,30.0379,1.978,4.01587
112.08,29.9868,1.978,4.01587
112.28,29.8846,1.978,4.01587
112.48,29.7994,1.978,4.01587
112.7,29.6801,1.978,4.01587
112.9,29.629,1.978,4.01587
113.1,29.5438,1.978,4.01587
113.3,29.4586,1.978,4.01587
113.5,29.3394,1.978,4.01587
113.72,29.2882,1.978,4.01587
113.94,29.2201,1.978,4.01587
114.14,29.2371,1.978,4.01587
114.34,29.169,1.978,4.01587
114.54,29.1179,1.978,4.01587
114.74,28.9816,1.978,4.01587
114.96,28.9645,1.978,4.01587
115.18,28.8623,1.978,4.01587
115.38,28.7941,1.978,4.01587
115.58,28.743,1.978,4.01587
115.78,28.726,1.978,4.01587
115.98,28.6238,1.978,4.01587
116.2,28.6238,1.978,4.01587
116.4,28.5386,1.978,4.01587
116.6,28.5386,1.978,4.01587
116.8,28.4704,1.978,4.01587
117,28.4023,1.978,4.01587
117.22,28.3852,1.978,4.01587
117.44,28.3512,1.978,4.01587
117.64,28.283,1.978,4.01587
117.84,28.2319,1.978,4.01587
118.04,28.1297,1.978,4.01587
118.24,28.1126,1.978,4.01587
118.46,28.0445,1.978,4.01587
118.68,28.0615,1.978,4.01587
118.88,28.0274,1.978,4.01587
119.08,27.9763,1.978,4.01587
119.28,27.8911,1.978,4.01587
119.48,27.8911,1.978,4.01587
119.7,27.8571,1.978,4.01587
119.9,27.8059,1.978,4.01587
120.1,27.7719,1.978,4.01587
120.3,27.7378,1.978,4.01587
120.5,27.7037,1.978,4.01587
120.72,27.6356,1.978,4.01587
120.94,27.5844,1.978,4.01587
121.14,27.5674,1.978,4.01587
121.34,27.5674,1.978,4.01587
121.54,27.5163,1.978,4.01587
121.74,27.4481,1.978,4.01587
121.96,27.4141,1.978,4.01587
122.18,27.363,1.978,4.01587
122.38,27.4141,1.978,4.01587
122.58,27.3459,1.978,4.01587
122.78,27.3459,1.978,4.01587
122.98,27.3118,1.978,4.01587
123.2,27.2948,1.978,4.01587
123.4,27.2266,1.978,4.01587
123.6,27.2096,1.978,4.01587
123.8,27.0903,1.978,4.01587
124,27.1585,1.978,4.01587
124.22,27.0903,1.978,4.01587
124.44,27.0392,1.978,4.01587
124.64,27.0392,1.978,4.01587
124.84,27.0222,1.978,4.01587
125.04,27.0052,1.978,4.01587
125.24,26.954,1.978,4.01587
125.46,26.92,1.978,4.01587
125.68,26.9029,1.978,4.01587
125.88,26.8518,1.978,4.01587
126.08,26.8859,1.978,4.01587
126.28,26.8518,1.978,4.01587
126.48,26.7837,1.978,4.01587
126.7,26.8348,1.978,4.01587
126.9,26.7837,1.978,4.01587
127.1,26.7666,1.978,4.01587
127.3,26.7666,1.978,4.01587
127.5,26.7155,1.978,4.01587
127.72,26.6474,1.978,4.01587
127.94,26.6814,1.978,4.01587
128.14,26.5962,1.978,4.01587
128.34,26.5622,1.978,4.01587
128.54,26.5281,1.978,4.01587
128.74,26.5281,1.978,4.01587
128.96,26.494,1.978,4.01587
129.18,26.4599,1.978,4.01587
129.38,26.4429,1.978,4.01587
129.58,26.4429,1.978,4.01587
129.78,26.4259,1.978,4.01587
129.98,26.3748,1.978,4.01587
130.2,26.3748,1.978,4.01587
130.4,26.3407,1.978,4.01587
130.6,26.2896,1.978,4.01587
130.8,26.2555,1.978,4.01587
131,26.2555,1.978,4.01587
131.22,26.2384,1.978,4.01587
131.44,26.1873,1.978,4.01587
131.64,26.2044,1.978,4.01587
131.84,26.1533,1.978,4.01587
132.04,26.1533,1.978,4.01587
132.24,26.1021,1.978,4.01587
132.46,26.0851,1.978,4.01587
132.68,26.0681,1.978,4.01587
132.88,26.051,1.978,4.01587
133.08,26.017,1.978,4.01587
133.28,26.017,1.978,4.01587
133.48,25.9999,1.978,4.01587
133.7,25.9318,1.978,4.01587
133.9,25.9999,1.978,4.01587
134.1,25.9147,1.978,4.01587
134.3,25.9658,1.978,4.01587
134.5,25.9318,1.978,4.01587
134.72,25.8806,1.978,4.01587
134.94,25.8636,1.978,4.01587
135.14,25.7955,1.978,4.01587
135.34,25.8295,1.978,4.01587
135.54,25.7955,1.978,4.01587
135.74,25.7955,1.978,4.01587
135.96,25.7955,1.978,4.01587
136.18,25.7443,1.978,4.01587
136.38,25.7103,1.978,4.01587
136.58,25.6762,1.978,4.01587
136.78,25.6762,1.978,4.01587
136.98,25.6421,1.978,4.01587
137.2,25.6592,1.978,4.01587
137.4,25.608,1.978,4.01587
137.6,25.574,1.978,4.01587
137.8,25.5399,1.978,4.01587
138,25.591,1.978,4.01587
138.22,25.5399,1.978,4.01587
138.44,25.5569,1.978,4.01587
138.64,25.5229,1.978,4.01587
138.84,25.5399,1.978,4.01587
139.04,25.5058,1.978,4.01587
139.24,25.4717,1.978,4.01587
139.46,25.5058,1.978,4.01587
139.68,25.4888,1.978,4.01587
139.88,25.4547,1.978,4.01587
140.08,25.4888,1.978,4.01587
140.28,25.4206,1.978,4.01587
140.48,25.4036,1.978,4.01587
140.7,25.4036,1.978,4.01587
140.9,25.3695,1.978,4.01587
141.1,25.3354,1.978,4.01587
141.3,25.3354,1.978,4.01587
141.5,25.2843,1.978,4.01587
141.72,25.3184,1.978,4.01587
141.94,25.3184,1.978,4.01587
142.14,25.3184,1.978,4.01587
142.34,25.2843,1.978,4.01587
142.54,25.2502,1.978,4.01587
142.74,25.2673,1.978,4.01587
142.96,25.2502,1.978,4.01587
143.18,25.2332,1.978,4.01587
143.38,25.2162,1.978,4.01587
143.58,25.2502,1.978,4.01587
143.78,25.1991,1.978,4.01587
143.98,25.2332,1.978,4.01587
144.2,25.1651,1.978,4.01587
144.4,25.0969,1.978,4.01587
144.6,25.0969,1.978,4.01587
144.8,25.0969,1.978,4.01587
145,25.0969,1.978,4.01587
145.22,25.0117,1.978,4.01587
145.44,25.0117,1.978,4.01587
145.64,25.0458,1.978,4.01587
145.84,25.0458,1.978,4.01587
146.04,25.0117,1.978,4.01587
146.24,25.0117,1.978,4.01587
146.46,24.9776,1.978,4.01587
146.68,25.0117,1.978,4.01587
146.88,24.9436,1.978,4.01587
147.08,24.9436,1.978,4.01587
147.28,24.9095,1.978,4.01587
147.48,24.9265,1.978,4.01587
