"Unterseriennummer",0,""
"Probennummer",7," "
18.8,41.283,1.75945,4.04252
19,42.1689,1.77944,4.02254
19.22,43.0549,1.80153,4.00045
19.44,43.975,1.82344,3.97854
19.66,44.912,1.84541,3.95657
19.8,45.5254,1.85951,3.94246
19.88,45.8832,1.86749,3.93448
20.08,46.701,1.88742,3.91455
20.3,47.6381,1.90945,3.89252
20.34,47.4677,1.91299,3.88898
20.52,45.1335,1.91473,3.88724
20.74,43.2934,1.91473,3.88724
20.94,42.22,1.91473,3.88724
21.16,41.3511,1.91467,3.8873
21.38,40.5674,1.91467,3.8873
21.58,40.0392,1.91467,3.8873
21.8,39.528,1.91467,3.8873
22,39.0851,1.91467,3.8873
22.22,38.6762,1.91467,3.8873
22.44,38.2502,1.91467,3.8873
22.66,37.9094,1.91467,3.8873
22.88,37.5346,1.91467,3.8873
23.08,37.2961,1.91467,3.8873
23.3,37.0064,1.91467,3.8873
23.5,36.7849,1.91467,3.8873
23.72,36.5123,1.91467,3.8873
23.94,36.2568,1.91467,3.8873
24.16,36.0353,1.91467,3.8873
24.38,35.8138,1.91467,3.8873
24.58,35.6264,1.91467,3.8873
24.8,35.473,1.91467,3.8873
25,35.2856,1.91467,3.8873
25.22,35.0982,1.91467,3.8873
25.44,34.8937,1.91467,3.8873
25.66,34.7233,1.91467,3.8873
25.88,34.57,1.91467,3.8873
26.08,34.3826,1.91467,3.8873
26.3,34.2463,1.91467,3.8873
26.5,34.1441,1.91467,3.8873
26.72,34.0248,1.91467,3.8873
26.94,33.8885,1.91467,3.8873
27.16,33.7863,1.91467,3.8873
27.38,33.7011,1.91467,3.8873
27.58,33.5137,1.91467,3.8873
27.8,33.4455,1.91467,3.8873
28,33.2922,1.91467,3.8873
28.22,33.207,1.91467,3.8873
28.44,33.0877,1.91467,3.8873
28.66,33.0196,1.91467,3.8873
28.88,32.9003,1.91467,3.8873
29.08,32.781,1.91467,3.8873
29.3,32.6788,1.91467,3.8873
29.5,32.5936,1.91467,3.8873
29.72,32.5255,1.91467,3.8873
29.94,32.4403,1.91467,3.8873
30.16,32.3551,1.91467,3.8873
30.38,32.1677,1.91467,3.8873
30.58,32.1336,1.91467,3.8873
30.8,32.0313,1.91467,3.8873
31,31.9462,1.91467,3.8873
31.22,31.9291,1.91467,3.8873
31.44,31.8269,1.91467,3.8873
31.66,31.7247,1.91467,3.8873
31.88,31.6565,1.91467,3.8873
32.08,31.5543,1.91467,3.8873
32.3,31.4861,1.91467,3.8873
32.5,31.435,1.91467,3.8873
32.72,31.3669,1.91467,3.8873
32.94,31.3328,1.91467,3.8873
33.16,31.2646,1.91467,3.8873
33.38,31.1454,1.91467,3.8873
33.58,31.1113,1.91467,3.8873
33.8,31.0261,1.91467,3.8873
34,30.958,1.91467,3.8873
34.22,30.9068,1.91467,3.8873
34.44,30.8046,1.91467,3.8873
34.66,30.7365,1.91467,3.8873
34.88,30.7024,1.91467,3.8873
35.08,30.5831,1.91467,3.8873
35.3,30.6002,1.91467,3.8873
35.5,30.532,1.91467,3.8873
35.72,30.4639,1.91467,3.8873
35.94,30.3957,1.91467,3.8873
36.16,30.3616,1.91467,3.8873
36.38,30.2935,1.91467,3.8873
36.58,30.1913,1.91467,3.8873
36.8,30.2083,1.91467,3.8873
37,30.1572,1.91467,3.8873
37.22,30.1231,1.91467,3.8873
37.44,30.0549,1.91467,3.8873
37.66,29.9527,1.91467,3.8873
37.88,29.8846,1.91467,3.8873
38.08,29.8335,1.91467,3.8873
38.3,29.8164,1.91467,3.8873
38.5,29.7653,1.91467,3.8873
38.72,29.646,1.91467,3.8873
38.94,29.6972,1.91467,3.8873
39.16,29.646,1.91467,3.8873
39.38,29.5608,1.91467,3.8873
39.58,29.5438,1.91467,3.8873
39.8,29.5268,1.91467,3.8873
40,29.4927,1.91467,3.8873
40.22,29.3564,1.91467,3.8873
40.44,29.3564,1.91467,3.8873
40.66,29.3053,1.91467,3.8873
40.88,29.2371,1.91467,3.8873
41.08,29.2542,1.91467,3.8873
41.3,29.186,1.91467,3.8873
41.5,29.1519,1.91467,3.8873
41.72,29.1179,1.91467,3.8873
41.94,28.9986,1.91467,3.8873
42.16,28.9986,1.91467,3.8873
42.38,28.9645,1.91467,3.8873
42.58,28.9304,1.91467,3.8873
42.8,28.8793,1.91467,3.8873
43,28.8282,1.91467,3.8873
43.22,28.8453,1.91467,3.8873
43.44,28.7601,1.91467,3.8873
43.66,28.709,1.91467,3.8873
43.88,28.709,1.91467,3.8873
44.08,28.6919,1.91467,3.8873
44.3,28.6238,1.91467,3.8873
44.5,28.5897,1.91467,3.8873
44.72,28.5726,1.91467,3.8873
44.94,28.5556,1.91467,3.8873
45.16,28.4875,1.91467,3.8873
45.38,28.4704,1.91467,3.8873
45.58,28.4023,1.91467,3.8873
45.8,28.3682,1.91467,3.8873
46,28.3171,1.91467,3.8873
46.22,28.3341,1.91467,3.8873
46.44,28.3341,1.91467,3.8873
46.66,28.2319,1.91467,3.8873
46.88,28.2489,1.91467,3.8873
47.08,28.1978,1.91467,3.8873
47.3,28.0956,1.91467,3.8873
47.5,28.0615,1.91467,3.8873
47.72,28.1126,1.91467,3.8873
47.94,28.0274,1.91467,3.8873
48.16,28.0104,1.91467,3.8873
48.38,27.9422,1.91467,3.8873
48.58,27.9252,1.91467,3.8873
48.8,27.9422,1.91467,3.8873
49,27.8741,1.91467,3.8873
49.22,27.823,1.91467,3.8873
49.44,27.84,1.91467,3.8873
49.66,27.7548,1.91467,3.8873
49.88,27.8059,1.91467,3.8873
50.08,27.6526,1.91467,3.8873
50.3,27.6696,1.91467,3.8873
50.5,27.6526,1.91467,3.8873
50.72,27.6526,1.91467,3.8873
50.94,27.6015,1.91467,3.8873
51.16,27.6015,1.91467,3.8873
51.38,27.5333,1.91467,3.8873
51.58,27.5333,1.91467,3.8873
51.8,27.4481,1.91467,3.8873
52,27.4652,1.91467,3.8873
52.22,27.4141,1.91467,3.8873
52.44,27.38,1.91467,3.8873
52.66,27.3459,1.91467,3.8873
52.88,27.3289,1.91467,3.8873
53.08,27.3118,1.91467,3.8873
53.3,27.2948,1.91467,3.8873
53.5,27.2607,1.91467,3.8873
53.72,27.2437,1.91467,3.8873
53.94,27.1926,1.91467,3.8873
54.16,27.1926,1.91467,3.8873
54.38,27.1926,1.91467,3.8873
54.58,27.1415,1.91467,3.8873
54.8,27.1074,1.91467,3.8873
55,27.0733,1.91467,3.8873
55.22,27.0733,1.91467,3.8873
55.44,27.0392,1.91467,3.8873
55.66,26.954,1.91467,3.8873
55.88,26.92,1.91467,3.8873
56.08,26.92,1.91467,3.8873
56.3,26.9711,1.91467,3.8873
56.5,26.9029,1.91467,3.8873
56.72,26.9029,1.91467,3.8873
56.94,26.8689,1.91467,3.8873
57.16,26.8859,1.91467,3.8873
57.38,26.7666,1.91467,3.8873
57.58,26.7666,1.91467,3.8873
57.8,26.7325,1.91467,3.8873
58,26.6985,1.91467,3.8873
58.22,26.6985,1.91467,3.8873
58.44,26.6814,1.91467,3.8873
58.66,26.6303,1.91467,3.8873
58.88,26.5792,1.91467,3.8873
59.08,26.6303,1.91467,3.8873
59.3,26.6303,1.91467,3.8873
59.5,26.5622,1.91467,3.8873
59.72,26.5281,1.91467,3.8873
59.94,26.4429,1.91467,3.8873
60.16,26.494,1.91467,3.8873
60.38,26.5281,1.91467,3.8873
60.58,26.4429,1.91467,3.8873
60.8,26.4088,1.91467,3.8873
61,26.4088,1.91467,3.8873
61.22,26.3748,1.91467,3.8873
61.44,26.3066,1.91467,3.8873
61.66,26.2896,1.91467,3.8873
61.88,26.3066,1.91467,3.8873
62.08,26.3236,1.91467,3.8873
62.3,26.2384,1.91467,3.8873
62.5,26.2214,1.91467,3.8873
62.72,26.1703,1.91467,3.8873
62.94,26.1873,1.91467,3.8873
63.16,26.1873,1.91467,3.8873
63.38,26.1362,1.91467,3.8873
63.58,26.1021,1.91467,3.8873
63.8,26.1021,1.91467,3.8873
64,26.1362,1.91467,3.8873
64.22,26.0681,1.91467,3.8873
64.44,26.0851,1.91467,3.8873
64.66,26.034,1.91467,3.8873
64.88,26.034,1.91467,3.8873
65.08,26.017,1.91467,3.8873
65.3,25.9147,1.91467,3.8873
65.34,25.8977,1.91467,3.8873
65.38,25.9318,1.91467,3.8873
65.5,25.9318,1.91467,3.8873
65.72,25.9318,1.91467,3.8873
65.94,23.5294,1.90549,3.89648
66.16,19.3381,1.8834,3.91857
66.38,16.0157,1.86125,3.94072
66.58,13.5622,1.84138,3.96059
66.8,11.3643,1.81941,3.98256
67,9.88201,1.79937,4.00261
67.22,8.68936,1.77722,4.02476
67.44,7.633,1.75525,4.04673
67.66,6.79814,1.73328,4.06869
67.88,6.04847,1.71143,4.09054
68.08,5.53733,1.69144,4.11053
68.3,4.95804,1.66935,4.13262
68.4,4.73655,1.65927,4.14271
68.5,4.49802,1.6493,4.15267
68.72,4.03799,1.62739,4.17458
68.94,3.59501,1.60531,4.19667
69.16,3.22017,1.58328,4.2187
69.38,2.89645,1.56125,4.24073
69.58,2.53865,1.54138,4.26059
69.8,2.26605,1.51929,4.28268
70,1.99344,1.4993,4.30267
70.22,1.7038,1.47727,4.3247
70.42,1.43119,1.45734,4.34463
70.44,1.43119,1.45524,4.34673
70.66,1.17562,1.43339,4.36858
70.88,0.954125,1.41136,4.39061
71.08,0.74967,1.39132,4.41066
71.3,0.511139,1.36935,4.43263
71.5,0.374835,1.34936,4.45261
71.72,0.153342,1.32733,4.47464
71.94,-0.0340759,1.30518,4.49679
72.16,-0.187417,1.28327,4.5187
72.38,-0.408911,1.2613,4.54067
72.42,-0.477063,1.25734,4.54463
72.58,-0.562252,1.24131,4.56066
72.8,-0.596328,1.21928,4.58269
73,-0.800784,1.19936,4.60262
73.22,-0.868936,1.17739,4.62459
73.44,-1.03932,1.1553,4.64668
73.66,-1.19266,1.13339,4.66858
73.88,-1.32896,1.1113,4.69067
74.08,-1.39711,1.09149,4.71048
74.3,-1.49934,1.06934,4.73263
74.42,-1.56749,1.05734,4.74464
74.5,-1.58453,1.04929,4.75268
74.72,-1.7038,1.02732,4.77465
74.94,-1.77195,1.0053,4.79668
75.16,-1.87417,0.983266,4.81871
75.38,-1.9764,0.961297,4.84068
75.58,-2.07863,0.941249,4.86072
75.8,-2.16382,0.91934,4.88263
76,-2.18086,0.899231,4.90274
76.22,-2.23197,0.877322,4.92465
76.42,-2.28309,0.857214,4.94476
76.44,-2.28309,0.855353,4.94662
76.66,-2.28309,0.833324,4.96865
76.88,-2.41939,0.811295,4.99068
77.08,-2.40235,0.791366,5.01061
77.3,-2.41939,0.769397,5.03258
77.5,-2.53865,0.749349,5.05262
77.72,-2.50458,0.72726,5.07471
77.94,-2.43643,0.70523,5.09674
78.16,-2.38531,0.683261,5.11871
78.38,-2.41939,0.661292,5.14068
78.44,-2.43643,0.65529,5.14668
78.58,-2.36828,0.641304,5.16067
78.8,-2.28309,0.619215,5.18276
79,-2.24901,0.599286,5.20269
79.22,-2.12974,0.577317,5.22466
79.44,-1.90825,0.555228,5.24675
79.66,-1.60157,0.533319,5.26865
79.88,-1.346,0.51141,5.29056
80.08,-0.988201,0.491361,5.31061
80.3,-0.74967,0.469272,5.3327
80.44,-0.647442,0.455286,5.34669
80.5,-0.613366,0.449344,5.35263
80.72,-0.477063,0.427255,5.37472
80.94,-0.357797,0.405346,5.39663
81.16,-0.391873,0.383256,5.41872
81.38,-0.289645,0.361287,5.44069
81.58,-0.340759,0.341299,5.46067
81.8,-0.255569,0.31927,5.4827
82.0025,-0.221493,0.298981,5.50299
82.22,-0.255569,0.277312,5.52466
82.44,-0.289645,0.255283,5.54669
82.66,-0.255569,0.233374,5.5686
82.88,-0.238531,0.211345,5.59063
83.08,-0.306683,0.191356,5.61062
83.3,-0.306683,0.169327,5.63265
83.5,-0.306683,0.149219,5.65275
83.72,-0.306683,0.12737,5.6746
83.94,-0.306683,0.105281,5.69669
84.16,-0.272607,0.0832514,5.71872
84.38,-0.221493,0.0612823,5.74069
84.46,-0.306683,0.053359,5.74861
84.58,-0.255569,0.041354,5.76062
84.8,-0.289645,0.0192048,5.78277
84.98,-0.272607,0.00173749,5.80024
85,-0.272607,0.00101719,5.80096
85.06,-0.272607,0.00023687,5.80174
85.22,-0.255569,5.67945e-005,5.80192
85.44,-0.255569,5.67945e-005,5.80192
85.66,-0.272607,5.67945e-005,5.80192
85.88,-0.306683,5.67945e-005,5.80192
86.08,-0.289645,5.67945e-005,5.80192
86.3,-0.255569,0.0132623,5.78871
86.5,-0.255569,0.0334907,5.76848
86.72,-0.255569,0.0555199,5.74645
86.94,-0.238531,0.077489,5.72448
87.16,-0.272607,0.0996383,5.70233
87.38,-0.272607,0.121547,5.68043
87.58,-0.272607,0.141476,5.6605
87.8,-0.272607,0.163505,5.63847
88,-0.255569,0.183493,5.61848
88.22,-0.255569,0.205522,5.59645
88.44,-0.272607,0.227492,5.57448
88.66,-0.306683,0.249521,5.55245
88.7,-0.306683,0.253482,5.54849
88.88,-0.306683,0.27155,5.53042
89.08,-0.238531,0.291478,5.51049
89.3,-0.255569,0.313507,5.48847
89.52,-0.238531,0.335537,5.46644
89.74,-0.289645,0.357446,5.44453
89.94,-0.255569,0.377614,5.42436
90.16,-0.255569,0.399523,5.40245
90.38,-0.221493,0.421432,5.38054
90.58,-0.204455,0.441421,5.36055
90.7,-0.187417,0.453546,5.34843
90.8,-0.204455,0.46351,5.33846
91,-0.119266,0.483438,5.31854
91.22,0.0170379,0.505467,5.29651
91.44,0.255569,0.527556,5.27442
91.66,0.511139,0.549466,5.25251
91.88,1.00524,0.571435,5.23054
92.08,1.49934,0.591543,5.21043
92.3,1.9764,0.613452,5.18852
92.5,2.41939,0.633561,5.16841
92.72,2.93053,0.65547,5.1465
92.94,3.35648,0.677499,5.12447
93.16,3.76539,0.699528,5.10245
93.38,4.12318,0.721497,5.08048
93.58,4.49802,0.741486,5.06049
93.8,4.85582,0.763515,5.03846
94,5.1625,0.783383,5.01859
94.22,5.58845,0.805412,4.99656
94.44,5.94625,0.827501,4.97447
94.66,6.33812,0.849531,4.95244
94.72,6.44035,0.855533,4.94644
94.88,6.67888,0.87144,4.93053
95.08,7.01964,0.891488,4.91049
95.3,7.42855,0.913517,4.88846
95.5,7.82042,0.933506,4.86847
95.72,8.21229,0.955475,4.8465
95.96,8.55305,0.979485,4.82249
96.18,8.99604,1.00145,4.80052
96.4,9.43903,1.02348,4.77849
96.6,9.86497,1.04353,4.75844
96.76,10.1717,1.0595,4.74248
96.82,10.2909,1.06556,4.73641
97.02,10.6146,1.08567,4.7163
97.24,10.9895,1.10746,4.69452
97.44,11.4325,1.12751,4.67447
97.66,11.8925,1.14954,4.65244
97.88,12.3525,1.17144,4.63053
98.08,12.7614,1.19155,4.61042
98.3,13.2385,1.2134,4.58857
98.5,13.6815,1.23357,4.5684
98.72,14.1756,1.25548,4.54649
98.76,14.2778,1.2595,4.54247
98.94,14.6867,1.27757,4.5244
99.16,15.1467,1.29948,4.5025
99.38,15.7431,1.32145,4.48053
99.58,16.2201,1.34144,4.46054
99.8,16.7313,1.36352,4.43845
100,17.2765,1.38357,4.4184
100.22,17.9239,1.40548,4.39649
100.44,18.5203,1.42745,4.37452
100.66,19.0655,1.44954,4.35243
100.76,19.3892,1.4595,4.34247
100.88,19.7129,1.47145,4.33052
101.08,20.3604,1.49138,4.3106
101.3,21.0078,1.51353,4.28845
101.5,21.6382,1.53352,4.26846
101.72,22.3197,1.55542,4.24655
101.94,23.0523,1.57751,4.22446
102.16,23.785,1.59954,4.20243
102.38,24.6369,1.62151,4.18046
102.58,25.3184,1.6415,4.16047
102.76,26.017,1.65951,4.14247
102.8,26.1192,1.66359,4.13838
103,26.8348,1.68352,4.11846
103.22,27.6867,1.70543,4.09655
103.44,28.5726,1.7274,4.07458
103.66,29.5268,1.74943,4.05255
103.88,30.4979,1.77145,4.03052
104.08,31.3498,1.7915,4.01047
104.3,32.304,1.81353,3.98844
104.5,33.3092,1.83346,3.96851
104.72,34.3656,1.85543,3.94654
104.78,34.6552,1.86149,3.94048
104.94,35.3878,1.87764,3.92433
105.16,36.5123,1.89955,3.90243
105.32,36.7849,1.91377,3.8882
105.38,36.0864,1.91449,3.88748
105.6,34.3144,1.91473,3.88724
105.82,33.3603,1.91473,3.88724
106.02,32.7469,1.91473,3.88724
106.24,32.1847,1.91467,3.8873
106.44,31.7758,1.91467,3.8873
106.66,31.418,1.91467,3.8873
106.88,31.0602,1.91467,3.8873
107.08,30.7705,1.91467,3.8873
107.3,30.549,1.91467,3.8873
107.5,30.3105,1.91467,3.8873
107.72,30.1572,1.91467,3.8873
107.94,29.9527,1.91467,3.8873
108.16,29.7994,1.91467,3.8873
108.38,29.612,1.91467,3.8873
108.58,29.4245,1.91467,3.8873
108.8,29.2542,1.91467,3.8873
109,29.169,1.91467,3.8873
109.22,29.0497,1.91467,3.8873
109.44,28.8964,1.91467,3.8873
109.66,28.7601,1.91467,3.8873
109.88,28.6578,1.91467,3.8873
110.08,28.5556,1.91467,3.8873
110.3,28.3852,1.91467,3.8873
110.5,28.3341,1.91467,3.8873
110.72,28.2148,1.91467,3.8873
110.94,28.0956,1.91467,3.8873
111.16,27.9763,1.91467,3.8873
111.38,27.8741,1.91467,3.8873
111.58,27.84,1.91467,3.8873
111.8,27.7719,1.91467,3.8873
112,27.7037,1.91467,3.8873
112.22,27.6356,1.91467,3.8873
112.44,27.5674,1.91467,3.8873
112.66,27.4993,1.91467,3.8873
112.88,27.4652,1.91467,3.8873
113.08,27.4311,1.91467,3.8873
113.3,27.2778,1.91467,3.8873
113.5,27.2266,1.91467,3.8873
113.72,27.1415,1.91467,3.8873
113.94,27.0563,1.91467,3.8873
114.16,27.0733,1.91467,3.8873
114.38,27.0052,1.91467,3.8873
114.58,26.9029,1.91467,3.8873
114.8,26.8177,1.91467,3.8873
115,26.7837,1.91467,3.8873
115.22,26.7325,1.91467,3.8873
115.44,26.6985,1.91467,3.8873
115.66,26.6474,1.91467,3.8873
115.88,26.6133,1.91467,3.8873
116.08,26.5792,1.91467,3.8873
116.3,26.5622,1.91467,3.8873
116.5,26.4429,1.91467,3.8873
116.72,26.4599,1.91467,3.8873
116.94,26.3918,1.91467,3.8873
117.16,26.3577,1.91467,3.8873
117.38,26.2896,1.91467,3.8873
117.58,26.2384,1.91467,3.8873
117.8,26.2555,1.91467,3.8873
118,26.1873,1.91467,3.8873
118.22,26.1533,1.91467,3.8873
118.44,26.1192,1.91467,3.8873
118.66,26.034,1.91467,3.8873
118.88,26.051,1.91467,3.8873
119.08,25.9658,1.91467,3.8873
119.3,25.9318,1.91467,3.8873
119.5,25.9318,1.91467,3.8873
119.72,25.9147,1.91467,3.8873
119.94,25.7955,1.91467,3.8873
120.16,25.7955,1.91467,3.8873
120.38,25.7955,1.91467,3.8873
120.58,25.7443,1.91467,3.8873
120.8,25.6762,1.91467,3.8873
121,25.6932,1.91467,3.8873
121.22,25.6421,1.91467,3.8873
121.44,25.574,1.91467,3.8873
121.66,25.5569,1.91467,3.8873
121.88,25.5399,1.91467,3.8873
122.08,25.4717,1.91467,3.8873
122.3,25.4717,1.91467,3.8873
122.5,25.4206,1.91467,3.8873
122.72,25.4377,1.91467,3.8873
122.94,25.3865,1.91467,3.8873
123.16,25.3354,1.91467,3.8873
123.38,25.2673,1.91467,3.8873
123.58,25.2673,1.91467,3.8873
123.8,25.2843,1.91467,3.8873
124,25.2502,1.91467,3.8873
124.22,25.2162,1.91467,3.8873
124.44,25.2162,1.91467,3.8873
124.66,25.1991,1.91467,3.8873
124.88,25.1651,1.91467,3.8873
125.08,25.148,1.91467,3.8873
125.3,25.148,1.91467,3.8873
125.5,25.1139,1.91467,3.8873
125.72,25.0969,1.91467,3.8873
125.94,25.0628,1.91467,3.8873
126.16,24.9947,1.91467,3.8873
126.38,24.8924,1.91467,3.8873
126.58,24.9947,1.91467,3.8873
126.8,24.9606,1.91467,3.8873
127,24.9436,1.91467,3.8873
127.22,24.8924,1.91467,3.8873
127.44,24.8924,1.91467,3.8873
127.66,24.8243,1.91467,3.8873
127.88,24.8243,1.91467,3.8873
128.08,24.7902,1.91467,3.8873
128.3,24.7561,1.91467,3.8873
128.5,24.705,1.91467,3.8873
128.72,24.705,1.91467,3.8873
128.94,24.688,1.91467,3.8873
129.16,24.705,1.91467,3.8873
129.38,24.6369,1.91467,3.8873
129.58,24.6198,1.91467,3.8873
129.8,24.5517,1.91467,3.8873
130,24.5858,1.91467,3.8873
130.22,24.5347,1.91467,3.8873
130.44,24.5517,1.91467,3.8873
130.66,24.5347,1.91467,3.8873
130.88,24.5006,1.91467,3.8873
131.08,24.4495,1.91467,3.8873
131.3,24.4495,1.91467,3.8873
131.5,24.4495,1.91467,3.8873
131.72,24.3813,1.91467,3.8873
131.94,24.3813,1.91467,3.8873
132.16,24.3813,1.91467,3.8873
132.38,24.3302,1.91467,3.8873
132.58,24.3643,1.91467,3.8873
132.8,24.3643,1.91467,3.8873
133,24.3472,1.91467,3.8873
133.22,24.2961,1.91467,3.8873
133.44,24.2961,1.91467,3.8873
133.66,24.245,1.91467,3.8873
133.88,24.1939,1.91467,3.8873
134.08,24.245,1.91467,3.8873
134.3,24.245,1.91467,3.8873
134.5,24.2791,1.91467,3.8873
134.72,24.1769,1.91467,3.8873
134.94,24.2109,1.91467,3.8873
135.16,24.1769,1.91467,3.8873
135.38,24.1087,1.91467,3.8873
135.58,24.1257,1.91467,3.8873
135.8,24.1598,1.91467,3.8873
136,24.1087,1.91467,3.8873
136.22,24.0576,1.91467,3.8873
136.44,24.0406,1.91467,3.8873
136.66,24.0235,1.91467,3.8873
136.88,24.0235,1.91467,3.8873
137.08,24.0235,1.91467,3.8873
137.3,24.0406,1.91467,3.8873
137.5,23.9724,1.91467,3.8873
137.72,24.0065,1.91467,3.8873
137.94,23.9554,1.91467,3.8873
138.16,23.9724,1.91467,3.8873
138.38,23.9213,1.91467,3.8873
138.58,23.8702,1.91467,3.8873
138.8,23.8872,1.91467,3.8873
139,23.8531,1.91467,3.8873
139.22,23.8361,1.91467,3.8873
139.44,23.8191,1.91467,3.8873
139.66,23.8191,1.91467,3.8873
139.88,23.802,1.91467,3.8873
140.08,23.7679,1.91467,3.8873
140.3,23.785,1.91467,3.8873
140.5,23.785,1.91467,3.8873
140.72,23.7168,1.91467,3.8873
140.94,23.7339,1.91467,3.8873
141.16,23.7168,1.91467,3.8873
141.38,23.6828,1.91467,3.8873
141.58,23.6998,1.91467,3.8873
141.8,23.7339,1.91467,3.8873
142,23.6828,1.91467,3.8873
142.22,23.6146,1.91467,3.8873
142.44,23.6316,1.91467,3.8873
142.66,23.6146,1.91467,3.8873
142.88,23.5976,1.91467,3.8873
143.08,23.6146,1.91467,3.8873
143.3,23.5805,1.91467,3.8873
143.5,23.5805,1.91467,3.8873
143.72,23.5635,1.91467,3.8873
143.94,23.5294,1.91467,3.8873
144.16,23.5124,1.91467,3.8873
144.38,23.5464,1.91467,3.8873
144.58,23.4613,1.91467,3.8873
144.8,23.4783,1.91467,3.8873
145,23.4442,1.91467,3.8873
145.22,23.4442,1.91467,3.8873
145.44,23.4442,1.91467,3.8873
145.66,23.4272,1.91467,3.8873
145.88,23.4272,1.91467,3.8873
146.08,23.4272,1.91467,3.8873
146.3,23.4613,1.91467,3.8873
146.5,23.4272,1.91467,3.8873
146.72,23.3761,1.91467,3.8873
146.94,23.3079,1.91467,3.8873
147.16,23.359,1.91467,3.8873
147.38,23.2738,1.91467,3.8873
147.58,23.342,1.91467,3.8873
147.8,23.325,1.91467,3.8873
148,23.3079,1.91467,3.8873
148.22,23.3079,1.91467,3.8873
148.44,23.2909,1.91467,3.8873
148.66,23.2738,1.91467,3.8873
